t,y
1267,14.901008040993709
1268,14.888639902396582
1269,14.87522417169161
1270,14.861764701364995
1271,14.848261782103044
1272,14.835380292436184
1273,14.82251797059871
1274,14.809608230237925
1275,14.796717845207713
1276,14.784046062550157
1277,14.771790804339297
1278,14.759085341516567
1279,14.746397875592807
1280,14.733728286804476
1281,14.721342288882598
1282,14.710168409520147
1283,14.699467551960426
1284,14.688571992121085
1285,14.677682397852932
1286,14.666134151920394
1287,14.65532724409183
1288,14.644259881939602
1289,14.63379774442626
1290,14.62380389296804
1291,14.613078982177088
1292,14.601295585891565
1293,14.589723427305401
1294,14.578494016184067
1295,14.566807589625117
1296,14.555398212120753
1297,14.54306781827411
1298,14.530221271617155
1299,14.516994916842924
1300,14.50379001857433
1301,14.491005173382066
1302,14.477574285058433
1303,14.464697863566094
1304,14.452172853795949
1305,14.439531725746878
1306,14.427506269235082
1307,14.41669049625767
1308,14.404617491756621
1309,14.392624732668509
1310,14.379316111764236
1311,14.36868772557677
1312,14.358595172666913
1313,14.349167802266907
1314,14.341730304563775
1315,14.333212496744057
1316,14.324950669648327
1317,14.316810210757556
1318,14.307660572535047
1319,14.298571747765015
1320,14.289343966527909
1321,14.280177517876737
1322,14.271138449108633
1323,14.263820833432662
1324,14.255156300458069
1325,14.246549355976104
1326,14.237800252696086
1327,14.22937511874722
1328,14.219543978869956
1329,14.209711726175234
1330,14.19961254978512
1331,14.189115314984008
1332,14.17888721201618
1333,14.169391632394467
1334,14.159826255097098
1335,14.150125089782627
1336,14.139956768078324
1337,14.129656665843848
1338,14.119757291521752
1339,14.10979080328861
1340,14.099358923509618
1341,14.089328646228262
1342,14.080228932543879
1343,14.070790975111954
1344,14.061415744525965
1345,14.05230218476644
1346,14.043182742019075
1347,14.034256815984394
1348,14.027516725107573
1349,14.020289802547152
1350,14.01291155114823
1351,14.006313323355226
1352,13.99896150902394
1353,13.992987620236981
1354,13.987983778982095
1355,13.983013193806341
1356,13.974952349726378
1357,13.967808967855925
1358,13.965165409613112
1359,13.96307104388485
1360,13.959395728924248
1361,13.956077104299135
1362,13.950454689026692
1363,13.945268356694893
1364,13.940980377300964
1365,13.935657654201986
1366,13.932696145284513
1367,13.929687866013799
1368,13.926500222332281
1369,13.921007929360245
1370,13.913425662429836
1371,13.903966669810677
1372,13.8947034456123
1373,13.885169523065281
1374,13.876828649113564
1375,13.86914127698898
1376,13.861571446464282
1377,13.853786116092078
1378,13.8445241304214
1379,13.835390150687543
1380,13.82591816277458
1381,13.8165755761873
1382,13.807760241662558
1383,13.799003492430817
1384,13.790172035626686
1385,13.781465722783759
1386,13.772950173732545
1387,13.764424765761815
1388,13.755291500429571
1389,13.74621893283427
1390,13.736608596341831
1391,13.727128579360137
1392,13.717778015695325
1393,13.708290239555714
1394,13.69859971156805
1395,13.68538521636454
1396,13.671594028944247
1397,13.657960945087826
1398,13.644086207109472
1399,13.630635932039803
1400,13.61747439660363
1401,13.604799034763092
1402,13.591211144632158
1403,13.577514202363048
1404,13.563708932690346
1405,13.551789581508686
1406,13.540879753771177
1407,13.529178568582115
1408,13.516957088431605
1409,13.50388651767114
1410,13.49090280897445
1411,13.479201496569358
1412,13.46804310073209
1413,13.45569629828019
1414,13.443365097108604
1415,13.432311952973349
1416,13.420534857801771
1417,13.408237974292062
1418,13.396288612085486
1419,13.380564539198657
1420,13.364214007851526
1421,13.347374082050779
1422,13.330712516848742
1423,13.3148926290294
1424,13.299044972259326
1425,13.283435531664317
1426,13.267929823758434
1427,13.252859409535846
1428,13.237822695641503
1429,13.22208850777331
1430,13.206193081219363
1431,13.190868437090304
1432,13.175911432155587
1433,13.160655124077529
1434,13.144968602223027
1435,13.129319874560478
1436,13.113243541230961
1437,13.097606291073864
1438,13.081275560300215
1439,13.063724359947905
1440,13.047020741231623
1441,13.031291970491493
1442,13.01613287123682
1443,13.000476463967079
1444,12.984193154537031
1445,12.96848320082614
1446,12.951548655688043
1447,12.934726647040609
1448,12.917551280794145
1449,12.899559759295839
1450,12.881754247383725
1451,12.864598654382773
1452,12.845031991525442
1453,12.825396007991937
1454,12.805491816570196
1455,12.785254750392882
1456,12.763823181643025
1457,12.742002439016959
1458,12.719595761275556
1459,12.698201821861037
1460,12.677348746504505
1461,12.654840120591155
1462,12.632879765622942
1463,12.610799547474024
1464,12.588533813641636
1465,12.567146980819368
1466,12.547430595676884
1467,12.527645884462926
1468,12.506730118530694
1469,12.487215872302206
1470,12.467299712329451
1471,12.44698430953083
1472,12.427003254074545
1473,12.407620119147584
1474,12.388698033620745
1475,12.371961600909849
1476,12.35593442412645
1477,12.340412443717526
1478,12.324993610271566
1479,12.309278546366354
1480,12.293867258249296
1481,12.279488661801096
1482,12.265471408349477
1483,12.249819639702066
1484,12.233474497591457
1485,12.217503766077908
1486,12.202170750951197
1487,12.188268595895282
1488,12.174060132375503
1489,12.160544122366806
1490,12.146652789628181
1491,12.132255731559683
1492,12.11848593111617
1493,12.103744459601392
1494,12.090164120510895
1495,12.076142438318186
1496,12.063343552941422
1497,12.050430373115766
1498,12.037403658351717
1499,12.024330611331273
1500,12.012872744909515
1501,12.001690361918357
1502,11.990382942676645
1503,11.979283558777274
1504,11.967261209679592
1505,11.956381919946494
1506,11.944976891450693
1507,11.9345114752678
1508,11.922454401673182
1509,11.91061034444534
1510,11.899177232003458
1511,11.887753645531635
1512,11.875342802193716
1513,11.863147325718066
1514,11.852694087296562
1515,11.842110967597549
1516,11.830867246553495
1517,11.820429167333689
1518,11.809927554009636
1519,11.799362828767055
1520,11.790662397846507
1521,11.781089512403481
1522,11.77197892590392
1523,11.763394013987371
1524,11.755796417649663
1525,11.745192711706208
1526,11.734593019958718
1527,11.724196658820976
1528,11.711410817346918
1529,11.700238234397078
1530,11.689139893416035
1531,11.67824819630053
1532,11.669023617467209
1533,11.659195859961716
1534,11.650695912075948
1535,11.643847188040693
1536,11.635914365292313
1537,11.629961234739
1538,11.624712137909967
1539,11.620029501320138
1540,11.614514163353897
1541,11.610098634337616
1542,11.605911788792541
1543,11.601154737694747
1544,11.598356272597616
1545,11.595310613538027
1546,11.591554271343602
1547,11.586959073853397
1548,11.583457569228262
1549,11.577919463824932
1550,11.572750395587283
1551,11.567748570204818
1552,11.561982613896364
1553,11.556720103151193
1554,11.551426114190008
1555,11.546964670736243
1556,11.54127037535473
1557,11.535414576443216
1558,11.529464794438676
1559,11.522624287243197
1560,11.515829234698428
1561,11.509012887551982
1562,11.502839859080073
1563,11.497040085687651
1564,11.49181042849965
1565,11.488675383210536
1566,11.485959852762413
1567,11.482730789856795
1568,11.478858712763078
1569,11.474945918148986
1570,11.470660441209175
1571,11.465672523135165
1572,11.460784196291593
1573,11.456393481102399
1574,11.450835895280434
1575,11.446378391177381
1576,11.440555119663081
1577,11.434571202128073
1578,11.426700084687987
1579,11.417685224489436
1580,11.407667115657382
1581,11.396918212578973
1582,11.385443371402696
1583,11.373978332095152
1584,11.363519733096458
1585,11.352466161098512
1586,11.342216954245968
1587,11.333032554984745
