y,t,y_smooth,return,rolling_vol,vol_label,E_t
10.69,1556,10.532693854995975,0.0003017633925735294,0.0012502880818047882,0.0012692683960893098,1
10.66,1557,10.53521476875843,0.00023931314868555666,0.0012276852711550809,0.0012502880818047882,1
10.64,1558,10.53728972383252,0.00019693483340114417,0.0012001678342833046,0.0012276852711550809,1
10.5,1559,10.5365513134596,-7.007838503817332e-05,0.0011756510386665409,0.0012001678342833046,1
10.5,1560,10.53582752507426,-6.869546064743249e-05,0.0011531813675518432,0.0011756510386665409,1
10.49,1561,10.534920049330216,-8.6136074802458e-05,0.0011194041027308042,0.0011531813675518432,1
10.58,1562,10.535812721620708,8.473101535949346e-05,0.0010886570975402515,0.0011194041027308042,1
10.63,1563,10.537677816242079,0.00017700860926576337,0.0010560922063425876,0.0010886570975402515,1
10.71,1564,10.541090136712533,0.00032376849613585825,0.0010214408230977707,0.0010560922063425876,0
11.02,1565,10.550573500341988,0.000899252371146103,0.0009975592854145775,0.0010214408230977707,0
11.08,1566,10.561057193404524,0.000993167612332739,0.000984368499063427,0.0009975592854145775,0
11.0,1567,10.569749130168793,0.0008226791842578565,0.0009671231484701697,0.000984368499063427,0
10.9,1568,10.57628875135357,0.0006185197841697712,0.0009382669645032487,0.0009671231484701697,0
10.89,1569,10.582500855287163,0.0005871889864753919,0.0009172027475884295,0.0009382669645032487,0
10.83,1570,10.587401828449796,0.00046301329991029464,0.0008907844344454973,0.0009172027475884295,0
10.72,1571,10.590027534817128,0.0002479721533475949,0.0008580340761391881,0.0008907844344454973,0
10.73,1572,10.592799266800949,0.00026169613957547093,0.0008260078815989278,0.0008580340761391881,0
10.8,1573,10.59690225161677,0.00038726216728745383,0.0007976037443091356,0.0008260078815989278,0
10.62,1574,10.597359632772873,4.316084784363309e-05,0.0007691570691168727,0.0007976037443091356,0
10.78,1575,10.600976273708064,0.000341219328369674,0.0007555070727909132,0.0007691570691168727,0
10.57,1576,10.60036288214949,-5.786347307925566e-05,0.0007433441290591337,0.0007555070727909132,0
10.54,1577,10.59916757755247,-0.0001127670823237233,0.0007331244884842888,0.0007433441290591337,0
10.25,1578,10.592253368095985,-0.0006525480022852992,0.0007248697109898439,0.0007331244884842888,0
10.07,1579,10.581911717242601,-0.0009768178942606866,0.0007180639063790555,0.0007248697109898439,0
9.91,1580,10.568606534722944,-0.0012581426248040011,0.0007165711575792227,0.0007180639063790555,0
9.79,1581,10.553188583540312,-0.0014599094285980849,0.0007228574041231271,0.0007165711575792227,0
9.67,1582,10.535699700697927,-0.001658587841698204,0.0007341104555460908,0.0007228574041231271,0
9.66,1583,10.518359112565294,-0.0016472445724076757,0.0007382035642848577,0.0007341104555460908,0
9.8,1584,10.50413417964321,-0.0013533061845108453,0.0007330480348666334,0.0007382035642848577,0
9.7,1585,10.488210730541363,-0.0015170722683882994,0.000732863478332193,0.0007330480348666334,0
9.81,1586,10.474780815085097,-0.0012812977827508047,0.0007317540738558276,0.000732863478332193,0
9.96,1587,10.464587135578462,-0.0009736378228729868,0.0007320082687863624,0.0007317540738558276,0
9.98,1588,10.454991350715522,-0.0009173975988307349,0.0007305151604048123,0.0007320082687863624,0
9.96,1589,10.445189541790464,-0.0009379640964915406,0.000731361154805419,0.0007305151604048123,0
9.99,1590,10.436175887497583,-0.0008633204455181939,0.0007301854257133173,0.000731361154805419,0
9.96,1591,10.426746662002584,-0.0009039218848326633,0.0007275252173643973,0.0007301854257133173,0
10.05,1592,10.419286332061937,-0.0007157553920468887,0.0007252284583708051,0.0007275252173643973,0
10.06,1593,10.412171751229026,-0.000683061270227605,0.000718835820951457,0.0007252284583708051,0
10.11,1594,10.40618815219479,-0.0005748386738208171,0.0007159179088102957,0.000718835820951457,0
10.13,1595,10.4007190798741,-0.0005256977777276182,0.0007110482538358942,0.0007159179088102957,0
10.17,1596,10.396150385223127,-0.00043936369674641573,0.0007093368070861531,0.0007110482538358942,0
10.43,1597,10.396820674624648,6.447269125946232e-05,0.0007066728826237451,0.0007093368070861531,0
10.35,1598,10.395893532552874,-8.917951385764079e-05,0.0007033061674973362,0.0007066728826237451,0
10.25,1599,10.393004551710243,-0.00027793496793514824,0.0006998653152253875,0.0007033061674973362,0
10.27,1600,10.39056881801301,-0.00023439027207257084,0.0006994887987716781,0.0006998653152253875,0
10.38,1601,10.390359534488,-2.0141884083925218e-05,0.0006992183108892129,0.0006994887987716781,0
10.5,1602,10.392530632814971,0.000208931319695157,0.0006993603566343884,0.0006992183108892129,0
10.42,1603,10.39307458068002,5.2338900848619265e-05,0.00069913884654851,0.0006993603566343884,0
10.58,1604,10.396776074131902,0.00035608658786931755,0.0006986453161163613,0.00069913884654851,0
10.5,1605,10.398820112267904,0.00019658375016161258,0.0006988723981054423,0.0006986453161163613,0
10.73,1606,10.405378129846758,0.0006304513848358356,0.0007013368175355531,0.0006988723981054423,0
10.77,1607,10.412598364899297,0.000693653904726642,0.0007052184991648831,0.0007013368175355531,0
10.7,1608,10.41828948638644,0.0005464118158929401,0.0007050613956416965,0.0007052184991648831,0
10.72,1609,10.424263952002551,0.0005732949945319422,0.0007053568019728143,0.0007050613956416965,0
10.86,1610,10.43289238859656,0.0008273838432556368,0.0007088504749376403,0.0007053568019728143,0
10.82,1611,10.440557885852076,0.0007344734578449018,0.0007109852595689899,0.0007088504749376403,0
10.66,1612,10.444903274251045,0.00041611611334412945,0.0007075849212042298,0.0007109852595689899,0
10.84,1613,10.45272697179063,0.0007487641242571878,0.0007072087459433108,0.0007075849212042298,0
10.8,1614,10.459603665418538,0.0006576688170313635,0.0007094097504521368,0.0007072087459433108,0
10.83,1615,10.46693824630134,0.000700983584777659,0.0007116339304898756,0.0007094097504521368,0
10.79,1616,10.473335508750816,0.0006110008611470846,0.0007116061878295733,0.0007116339304898756,0
11.01,1617,10.483962528379513,0.0010141594131752028,0.0007170854435782053,0.0007116061878295733,0
11.92,1618,10.512398913956156,0.0027086981752841134,0.0007628650672638099,0.0007170854435782053,0
11.65,1619,10.53492566813524,0.0021405820671278387,0.0007881742002294026,0.0007628650672638099,0
11.83,1620,10.560570704409791,0.0024313292709258858,0.0008211728249065151,0.0007881742002294026,0
11.74,1621,10.583925739966032,0.0022090897378943086,0.0008461617650803137,0.0008211728249065151,0
12.02,1622,10.612362854026111,0.002683217960109905,0.0008824290755498283,0.0008461617650803137,0
12.02,1623,10.640236856916683,0.002623116160140022,0.0009150812469598242,0.0008824290755498283,0
11.98,1624,10.666766820146055,0.00249025882209324,0.0009425815183242935,0.0009150812469598242,0
12.02,1625,10.693563516776827,0.0025090165054157025,0.0009665047662995446,0.0009425815183242935,0
11.88,1626,10.71705730852382,0.002194593175788833,0.0009822608734861029,0.0009665047662995446,0
11.5,1627,10.732561124196616,0.0014456031860310254,0.0009860076087493195,0.0009822608734861029,0
11.47,1628,10.747163874212525,0.0013596777674475253,0.0009803925689588718,0.0009860076087493195,0
11.44,1629,10.760883401455843,0.0012757577597121632,0.0009793215008359348,0.0009803925689588718,0
11.44,1630,10.774331254892362,0.0012489176819554231,0.0009777534172937005,0.0009793215008359348,0
11.46,1631,10.787908853805384,0.0012593868391357328,0.0009764437679654349,0.0009777534172937005,0
11.43,1632,10.800623529967652,0.001177910328163992,0.0009779507494022256,0.0009764437679654349,0
11.59,1633,10.816254747196018,0.0014462051136478202,0.0009804242511053578,0.0009779507494022256,0
11.55,1634,10.830784356162432,0.0013424109485814602,0.0009838030943896347,0.0009804242511053578,0
11.55,1635,10.84502625009981,0.0013140819732651524,0.0009876117105119071,0.0009838030943896347,0
11.46,1636,10.857203948117636,0.0011222532601215215,0.0009894176543738444,0.0009876117105119071,0
11.39,1637,10.867754364986594,0.0009712716173088062,0.0009904018784383736,0.0009894176543738444,0
11.03,1638,10.870967149838345,0.00029558176850025893,0.0009896076012253165,0.0009904018784383736,0
11.09,1639,10.875304433999961,0.0003988991126507803,0.0009879714250885096,0.0009896076012253165,0
11.08,1640,10.879357811544518,0.00037264449759897585,0.0009875276309730334,0.0009879714250885096,0
11.03,1641,10.8823408251773,0.00027415264784825253,0.0009858383173285436,0.0009875276309730334,0
11.28,1642,10.8902152642827,0.0007233362418616602,0.0009841422374855593,0.0009858383173285436,0
11.44,1643,10.901102090732548,0.0009991894641566785,0.0009847155628809625,0.0009841422374855593,0
11.44,1644,10.911773336460618,0.0009784355680219647,0.0009812637701951939,0.0009847155628809625,0
11.5,1645,10.923421389203972,0.0010669063403924792,0.0009793390965539923,0.0009812637701951939,0
11.71,1646,10.938997203279142,0.0014248941986550973,0.0009822529262055921,0.0009793390965539923,0
11.72,1647,10.954462605194408,0.0014127876199495368,0.000986405434815171,0.0009822529262055921,0
11.54,1648,10.966057405091549,0.0010578947007692297,0.0009861604321627665,0.000986405434815171,0
11.48,1649,10.976234486178846,0.0009276224988251766,0.0009873442074776894,0.0009861604321627665,0
11.47,1650,10.986012021105998,0.00089039484825749,0.0009882638641286264,0.0009873442074776894,0
